STATION,DATE,LATITUDE,LONGITUDE,ELEVATION,NAME,AWND,AWND_ATTRIBUTES,CDSD,CDSD_ATTRIBUTES,CLDD,CLDD_ATTRIBUTES,DP01,DP01_ATTRIBUTES,DP10,DP10_ATTRIBUTES,DP1X,DP1X_ATTRIBUTES,DSND,DSND_ATTRIBUTES,DSNW,DSNW_ATTRIBUTES,DT00,DT00_ATTRIBUTES,DT32,DT32_ATTRIBUTES,DX32,DX32_ATTRIBUTES,DX70,DX70_ATTRIBUTES,DX90,DX90_ATTRIBUTES,DYFG,DYFG_ATTRIBUTES,DYHF,DYHF_ATTRIBUTES,DYNT,DYNT_ATTRIBUTES,DYSD,DYSD_ATTRIBUTES,DYSN,DYSN_ATTRIBUTES,DYTS,DYTS_ATTRIBUTES,DYXP,DYXP_ATTRIBUTES,DYXT,DYXT_ATTRIBUTES,EMNT,EMNT_ATTRIBUTES,EMSD,EMSD_ATTRIBUTES,EMSN,EMSN_ATTRIBUTES,EMXP,EMXP_ATTRIBUTES,EMXT,EMXT_ATTRIBUTES,HDSD,HDSD_ATTRIBUTES,HTDD,HTDD_ATTRIBUTES,PRCP,PRCP_ATTRIBUTES,SNOW,SNOW_ATTRIBUTES,TAVG,TAVG_ATTRIBUTES,TMAX,TMAX_ATTRIBUTES,TMIN,TMIN_ATTRIBUTES,TSUN,TSUN_ATTRIBUTES,WDF2,WDF2_ATTRIBUTES,WDF5,WDF5_ATTRIBUTES,WSF2,WSF2_ATTRIBUTES,WSF5,WSF5_ATTRIBUTES
USW00004113,2002-03,45.8259,-119.26121,195.1,"HERMISTON MUNICIPAL AIRPORT, OR US",4.3,",W",0,W,0,",W",3,",W",1,",W",0,",W",,,,,0,",W",20,",W",0,",W",0,",W",0,",W",,,,,20020302,",,W",,,,,,,20020306,",,W",20020331,",,W",-9.4,",W,02,",,,,,10.9,",,W,06,",20.6,",W,31,",2308.2,W,394.9,",W",12.7,",,,W",,,5.6,",W",11.94,",,,W",-0.75,",,,W",0,"3,W",260,",W",240,",W",14.8,",W",17.4,",W"
USW00004113,2002-04,45.8259,-119.26121,195.1,"HERMISTON MUNICIPAL AIRPORT, OR US",4.1,",W",0,W,0,",W",5,",W",1,",W",0,",W",,,,,0,",W",12,",W",0,",W",7,",W",0,",W",,,,,20020403,",,W",,,,,,,20020413,",,W",20020430,",,W",-6.1,",W,03,",,,,,3.3,",,W,13,",24.4,",W,30,",2540.4,W,232.2,",W",5.9,",,,W",,,10.59,",W",18.83,",,,W",2.35,",,,W",,,250,",W",260,",W",17.4,",W",20.1,",W"
USW00004113,2002-05,45.8259,-119.26121,195.1,"HERMISTON MUNICIPAL AIRPORT, OR US",4.1,",W",5.6,W,5.6,",W",7,",W",4,",W",0,",W",,,,,0,",W",2,",W",0,",W",21,",W",0,",W",,,,,20020508,",,W",,,,,,,20020527,"+,,W",20020527,",,W",-2.2,",W,08,",,,,,4.6,",,W,27,+",30,",W,27,",2664.7,W,124.3,",W",16.9,",,,W",,,14.5,",W",22.52,",,,W",6.49,",,,W",,,250,",W",250,",W",17.9,",W",21,",W"
USW00004113,2002-06,45.8259,-119.26121,195.1,"HERMISTON MUNICIPAL AIRPORT, OR US",4.2,",W",87.4,W,81.8,",W",8,",W",6,",W",0,",W",,,,,0,",W",0,",W",0,",W",27,",W",9,",W",,,,,20020607,",,W",,,,,,,20020609,",,W",20020626,",,W",4.4,",W,07,",,,,,5.3,",,W,09,",38.9,",W,26,",2690.6,W,25.9,",W",24.8,",,,W",,,20.2,",W",28.86,",,,W",11.54,",,,W",0,"4,",240,",W",240,",W",14.3,",W",17.4,",W"
USW00004113,2002-07,45.8259,-119.26121,195.1,"HERMISTON MUNICIPAL AIRPORT, OR US",4.2,",W",259,W,171.6,"2,W",3,",W",0,",W",0,",W",,,,,0,"2,W",0,"2,W",0,"2,W",29,"2,W",22,"2,W",,,,,20020702,",2,W",,,,,,,20020707,",,W",20020713,",2,W",6.7,"2,W,02,",,,,,1.3,",,W,07,",42.2,"2,W,13,",1.4,W,1.4,"2,W",2.6,",,,W",,,24.2,"2,W",33.84,"2,,,W",14.56,"2,,,W",,,250,",W",240,",W",13.4,",W",17,",W"
USW00004113,2002-08,45.8259,-119.26121,195.1,"HERMISTON MUNICIPAL AIRPORT, OR US",3.4,",W",352.2,W,93.2,"2,W",2,",W",0,",W",0,",W",,,,,0,"2,W",0,"2,W",0,"2,W",29,"2,W",13,"2,W",,,,,20020801,",2,W",,,,,,,20020806,",,W",20020814,",2,W",5,"2,W,01,",,,,,1,",,W,06,",38.3,"2,W,14,",4.7,W,3.3,"2,W",1.3,",,,W",,,21.43,"2,W",31.53,"2,,,W",11.33,"2,,,W",0,"2,W",250,",W",260,",W",12.5,",W",16.1,",W"
USW00004113,2002-09,45.8259,-119.26121,195.1,"HERMISTON MUNICIPAL AIRPORT, OR US",3.3,",W",378.3,W,26.1,",W",2,",W",0,",W",0,",W",,,,,0,",W",1,",W",0,",W",28,",W",5,",W",,,,,20020922,",,W",,,,,,,20020917,",,W",20020912,",,W",0,",W,22,",,,,,0.8,",,W,17,",34.4,",W,12,",70.8,W,66.1,",W",1.3,",,,W",,,17,",W",26.8,",,,W",7.2,",,,W",0,",W",250,",W",250,",W",15.6,",W",20.1,",W"
USW00004113,2002-10,45.8259,-119.26121,195.1,"HERMISTON MUNICIPAL AIRPORT, OR US",2.5,",W",378.3,W,0,",W",3,",W",2,",W",0,",W",,,,,0,",W",18,",W",0,",W",10,",W",0,",W",,,,,20021031,",,W",,,,,,,20021029,",,W",20021007,",,W",-13.9,",W,31,",,,,,4.1,",,W,29,",25,",W,07,",364.7,W,293.9,",W",8.1,",,,W",,,8.85,",W",17.71,",,,W",0,",,,W",0,"3,W",260,",W",250,",W",10.7,",W",14.3,",W"
USW00004113,2002-11,45.8259,-119.26121,195.1,"HERMISTON MUNICIPAL AIRPORT, OR US",2,",W",378.3,W,0,",W",10,",W",0,",W",0,",W",,,,,0,",W",16,",W",1,",W",0,",W",0,",W",,,,,20021101,",,W",,,,,,,20021108,",,W",20021119,",,W",-13.3,",W,01,",,,,,2.3,",,W,08,",18.3,",W,19,",778.9,W,414.2,",W",8,",,,W",,,4.53,",W",10.27,",,,W",-1.22,",,,W",0,",W",250,",W",260,",W",12.5,",W",16.5,",W"
USW00004113,2002-12,45.8259,-119.26121,195.1,"HERMISTON MUNICIPAL AIRPORT, OR US",2.4,",W",378.3,W,0,",W",16,",W",7,",W",0,",W",,,,,0,",W",14,",W",1,",W",0,",W",0,",W",,,,,20021220,",,W",,,,,,,20021226,",,W",20021214,",,W",-5,",W,20,",,,,,8.9,",,W,26,",20,",W,14,",1232.2,W,453.3,",W",46.5,",,,W",,,3.71,",W",7.08,",,,W",0.34,",,,W",0,"1,W",250,",W",240,",W",17.9,",W",21.5,",W"
USW00004113,2003-01,45.8259,-119.26121,195.1,"HERMISTON MUNICIPAL AIRPORT, OR US",1.9,",W",0,W,0,",W",16,",W",7,",W",0,",W",,,,,0,",W",10,",W",0,",W",0,",W",0,",W",,,,,20030105,",,W",,,,,,,20030131,",,W",20030126,",,W",-2.2,",W,05,",,,,,12.4,",,W,31,",19.4,",W,26,",1655.3,W,423.1,",W",54.6,",,,W",,,4.68,",W",7.75,",,,W",1.62,",,,W",0,"2,W",280,",W",280,",W",11.2,",W",13.4,",W"
USW00004113,2003-02,45.8259,-119.26121,195.1,"HERMISTON MUNICIPAL AIRPORT, OR US",2.9,",W",0,W,0,",W",8,",W",3,",W",0,",W",,,,,0,",W",19,",W",0,",W",0,",W",0,",W",,,,,20030225,",,W",,,,,,,20030213,",,W",20030221,",,W",-12.2,",W,25,",,,,,8.1,",,W,13,",17.2,",W,21,",2065.8,W,410.5,",W",21.6,",,,W",,,3.67,",W",10.14,",,,W",-2.8,",,,W",,,260,",W",270,",W",13.9,",W",17.4,",W"
USW00004113,2003-03,45.8259,-119.26121,195.1,"HERMISTON MUNICIPAL AIRPORT, OR US",4.3,",W",0,W,0,",W",10,",W",3,",W",0,",W",,,,,0,",W",6,",W",0,",W",4,",W",0,",W",,,,,20030302,",,W",,,,,,,20030315,",,W",20030330,",,W",-6.1,",W,02,",,,,,4.6,",,W,15,",26.1,",W,30,",2331,W,265.2,",W",17.1,",,,W",,,9.78,",W",16.27,",,,W",3.29,",,,W",0,",W",270,",W",260,",W",17.9,",W",21.9,",W"
USW00004113,2003-04,45.8259,-119.26121,195.1,"HERMISTON MUNICIPAL AIRPORT, OR US",3.8,",W",0,W,0,",W",12,",W",4,",W",0,",W",,,,,0,",W",5,",W",0,",W",5,",W",0,",W",,,,,20030404,",,W",,,,,,,20030425,",,W",20030408,",,W",-4.4,",W,04,",,,,,8.9,",,W,25,",25.6,",W,08,",2562.2,W,231.2,",W",29.3,",,,W",,,10.63,",W",18.02,",,,W",3.23,",,,W",,,230,",W",230,",W",14.3,",W",17.9,",W"
USW00004113,2003-05,45.8259,-119.26121,195.1,"HERMISTON MUNICIPAL AIRPORT, OR US",3.7,",W",15.8,W,15.8,",W",6,",W",3,",W",0,",W",,,,,0,",W",3,",W",0,",W",19,",W",1,",W",,,,,20030519,"+,,W",,,,,,,20030530,"+,,W",20030528,",,W",-1.1,",W,19,+",,,,,3.6,",,W,30,+",32.8,",W,28,",2685.8,W,123.6,",W",14.5,",,,W",,,14.86,",W",22.96,",,,W",6.75,",,,W",,,250,",W",250,",W",13.4,",W",16.1,",W"
USW00004113,2003-06,45.8259,-119.26121,195.1,"HERMISTON MUNICIPAL AIRPORT, OR US",4.1,",W",81.1,W,65.3,",W",0,",W",0,",W",0,",W",,,,,0,",W",0,",W",0,",W",30,",W",10,",W",,,,,20030604,",,W",,,,,,,20030629,"+,,W",20030628,"+,,W",5,",W,04,",,,,,0,",T,W,29,+",36.1,",W,28,+",2698.3,W,12.5,",W",0,",T,,W",,,20.09,",W",29.58,",,,W",10.61,",,,W",,,240,",W",240,",W",12.5,",W",16.1,",W"
USW00004113,2003-07,45.8259,-119.26121,195.1,"HERMISTON MUNICIPAL AIRPORT, OR US",3.6,",W",279.2,W,198.1,",W",0,",W",0,",W",0,",W",,,,,0,",W",0,",W",0,",W",31,",W",24,",W",,,,,20030702,",,W",,,,,,,20030715,"+,,W",20030730,"+,,W",5.6,",W,02,",,,,,0,",T,W,15,+",41.1,",W,30,+",2.2,W,2.2,",W",0,",T,,W",,,24.65,",W",34.91,",,,W",14.39,",,,W",,,240,",W",240,",W",13,",W",16.1,",W"
USW00004113,2003-08,45.8259,-119.26121,195.1,"HERMISTON MUNICIPAL AIRPORT, OR US",3.3,",W",415,W,135.8,",W",2,",W",0,",W",0,",W",,,,,0,",W",0,",W",0,",W",31,",W",16,",W",,,,,20030829,",,W",,,,,,,20030805,",,W",20030814,",,W",7.2,",W,29,",,,,,2,",,W,05,",37.8,",W,14,",2.2,W,0,",W",2.3,",,,W",,,22.71,",W",32.24,",,,W",13.19,",,,W",0,"1,W",230,",W",230,",W",14.3,",W",17.4,",W"
USW00004113,2003-09,45.8259,-119.26121,195.1,"HERMISTON MUNICIPAL AIRPORT, OR US",2.9,",W",460.8,W,45.8,"2,W",2,",W",2,",W",0,",W",,,,,0,"2,W",0,"2,W",0,"2,W",25,"2,W",6,"2,W",,,,,20030922,",2,W",,,,,,,20030908,",,W",20030906,",2,W",3.9,"2,W,22,",,,,,15,",,W,08,",37.2,"2,W,06,",43,W,40.8,"2,W",18.3,",,,W",,,18.51,"2,W",27.72,"2,,,W",9.31,"2,,,W",0,"3,W",260,",W",260,",W",13.9,",W",17.4,",W"
USW00004113,2003-10,45.8259,-119.26121,195.1,"HERMISTON MUNICIPAL AIRPORT, OR US",3.1,",W",464.5,W,3.7,",W",4,",W",1,",W",0,",W",,,,,0,",W",5,",W",0,",W",16,",W",0,",W",,,,,20031031,",,W",,,,,,,20031015,",,W",20031021,",,W",-12.8,",W,31,",,,,,2.5,",,W,15,",30.6,",W,21,",224.4,W,181.4,",W",3.9,",,,W",,,12.6,",W",20.69,",,,W",4.5,",,,W",0,"3,W",250,",W",250,",W",19.2,",W",23.2,",W"
USW00004113,2003-11,45.8259,-119.26121,195.1,"HERMISTON MUNICIPAL AIRPORT, OR US",3.4,",W",464.5,W,0,",W",9,",W",2,",W",0,",W",,,,,0,",W",21,",W",0,",W",1,",W",0,",W",,,,,20031101,",,W",,,,,,,20031129,",,W",20031118,",,W",-13.3,",W,01,",,,,,7.1,",,W,29,",21.7,",W,18,",676.8,W,452.4,",W",14.8,",,,W",,,3.25,",W",9.43,",,,W",-2.92,",,,W",0,"1,W",240,",W",250,",W",15.6,",W",20.6,",W"
USW00004113,2003-12,45.8259,-119.26121,195.1,"HERMISTON MUNICIPAL AIRPORT, OR US",2.1,",W",464.5,W,0,",W",18,",W",5,",W",0,",W",,,,,0,",W",19,",W",2,",W",0,",W",0,",W",,,,,20031230,",,W",,,,,,,20031213,",,W",20031206,",,W",-15,",W,30,",,,,,10.4,",,W,13,",10.6,",W,06,",1194.6,W,517.8,",W",37.7,",,,W",,,1.63,",W",5.12,",,,W",-1.86,",,,W",0,",W",280,",W",270,",W",13,",W",16.5,",W"
USW00004113,2004-01,45.8259,-119.26121,195.1,"HERMISTON MUNICIPAL AIRPORT, OR US",2.2,",W",0,W,0,"4,W",17,",W",6,",W",0,",W",,,,,1,"3,W",23,"3,W",5,"4,W",0,"4,W",0,"4,W",,,,,20040104,",3,W",,,,,,,20040123,"+,,W",20040129,",4,W",-21.7,"3,W,04,",,,,,11.9,",,W,23,+",16.1,"4,W,29,",1669.1,W,474.5,"4,W",56.7,",,,W",,,0.73,"4,W",4.07,"4,,,W",-2.62,"3,,,W",0,"3,W",260,",W",250,",W",20.6,",W",25.9,",W"
USW00004113,2004-02,45.8259,-119.26121,195.1,"HERMISTON MUNICIPAL AIRPORT, OR US",2.4,",W",0,W,0,",W",13,",W",5,",W",0,",W",,,,,0,",W",25,",W",0,",W",0,",W",0,",W",,,,,20040210,"+,,W",,,,,,,20040216,",,W",20040226,",,W",-6.1,",W,10,+",,,,,10.9,",,W,16,",14.4,",W,26,",2095.2,W,426.1,",W",34.9,",,,W",,,3.64,",W",8.75,",,,W",-1.47,",,,W",0,",W",230,",W",270,",W",11.2,",W",14.8,",W"
USW00004113,2004-03,45.8259,-119.26121,195.1,"HERMISTON MUNICIPAL AIRPORT, OR US",4.2,",W",0,W,0,",W",4,",W",1,",W",0,",W",,,,,0,",W",12,",W",0,",W",4,",W",0,",W",,,,,20040313,",,W",,,,,,,20040303,",,W",20040329,",,W",-4.4,",W,13,",,,,,4.3,",,W,03,",25,",W,29,",2369.9,W,274.7,",W",9.1,",,,W",,,9.47,",W",17.33,",,,W",1.61,",,,W",,,270,",W",270,",W",16.5,",W",21,",W"
USW00004113,2004-04,45.8259,-119.26121,195.1,"HERMISTON MUNICIPAL AIRPORT, OR US",3.1,",W",0,W,0,",W",9,",W",4,",W",0,",W",,,,,0,",W",8,",W",0,",W",12,",W",0,",W",,,,,20040402,",,W",,,,,,,20040415,",,W",20040427,"+,,W",-4.4,",W,02,",,,,,13,",,W,15,",27.2,",W,27,+",2577.7,W,207.8,",W",29.3,",,,W",,,11.41,",W",20.22,",,,W",2.59,",,,W",0,",W",270,",W",280,",W",19.2,",W",24.1,",W"
USW00004113,2004-05,45.8259,-119.26121,195.1,"HERMISTON MUNICIPAL AIRPORT, OR US",4.2,",W",3.3,W,3.3,"1,W",11,"1,W",2,"1,W",0,"1,W",,,,,0,"1,W",0,"1,W",0,"1,W",24,"1,W",0,"1,W",,,,,20040513,",1,W",,,,,,,20040511,",1,W",20040502,"+,1,W",0.6,"1,W,13,",,,,,5.1,"1,,W,11,",28.3,"1,W,02,+",2675.3,W,97.6,"1,W",21.1,"1,,,W",,,15.19,"1,W",22.78,"1,,,W",7.6,"1,,,W",,,240,"1,W",260,"1,W",13.9,"1,W",17,"1,W"
USW00004113,2004-06,45.8259,-119.26121,195.1,"HERMISTON MUNICIPAL AIRPORT, OR US",3.6,",W",71,W,67.7,",W",5,",W",4,",W",0,",W",,,,,0,",W",0,",W",0,",W",27,",W",9,",W",,,,,20040616,"+,,W",,,,,,,20040608,",,W",20040622,",,W",3.3,",W,16,+",,,,,20.3,",,W,08,",37.2,",W,22,",2712.1,W,36.8,",W",41,",,,W",,,19.36,",W",28.11,",,,W",10.61,",,,W",,,240,",W",260,",W",14.8,",W",19.2,",W"
USW00004113,2004-07,45.8259,-119.26121,195.1,"HERMISTON MUNICIPAL AIRPORT, OR US",3.7,",W",246.1,W,175.1,"1,W",1,",W",0,",W",0,",W",,,,,0,"1,W",0,"1,W",0,"1,W",30,"1,W",21,"1,W",,,,,20040711,",1,W",,,,,,,20040719,",,W",20040724,",1,W",7.2,"1,W,11,",,,,,0.3,",,W,19,",40,"1,W,24,",0.8,W,0.8,"1,W",0.3,",,,W",,,24.14,"1,W",33.73,"1,,,W",14.56,"1,,,W",,,250,",W",260,",W",13.4,",W",16.1,",W"
USW00004113,2004-08,45.8259,-119.26121,195.1,"HERMISTON MUNICIPAL AIRPORT, OR US",3.4,",W",405.3,W,159.2,",W",6,",W",3,",W",0,",W",,,,,0,",W",0,",W",0,",W",31,",W",19,",W",,,,,20040808,",,W",,,,,,,20040825,",,W",20040813,",,W",7.2,",W,08,",,,,,5.3,",,W,25,",39.4,",W,13,",1.1,W,0.3,",W",15.2,",,,W",,,23.46,",W",32.09,",,,W",14.82,",,,W",,,260,",W",260,",W",13,",W",16.1,",W"
USW00004113,2004-09,45.8259,-119.26121,195.1,"HERMISTON MUNICIPAL AIRPORT, OR US",3.4,",W",413.7,W,8.4,"1,W",2,"1,W",1,"1,W",0,"1,W",,,,,0,"1,W",0,"1,W",0,"1,W",26,"1,W",0,"1,W",,,,,20040919,",1,W",,,,,,,20040913,",1,W",20040908,",1,W",2.2,"1,W,19,",,,,,2.5,"1,,W,13,",30.6,"1,W,08,",53.5,W,52.4,"1,W",3,"1,,,W",,,16.81,"1,W",24.91,"1,,,W",8.72,"1,,,W",,,240,"1,W",260,"1,W",13,"1,W",16.5,"1,W"
USW00004113,2004-10,45.8259,-119.26121,195.1,"HERMISTON MUNICIPAL AIRPORT, OR US",3.3,",W",413.7,W,0,"1,W",7,",W",2,",W",0,",W",,,,,0,"1,W",4,"1,W",0,"1,W",13,"1,W",0,"1,W",,,,,20041025,",1,W",,,,,,,20041009,",,W",20041005,",1,W",-4.4,"1,W,25,",,,,,3.8,",,W,09,",26.7,"1,W,05,",245.3,W,191.8,"1,W",9.8,",,,W",,,11.94,"1,W",19.65,"1,,,W",4.23,"1,,,W",,,240,",W",260,",W",14.3,",W",18.3,",W"
USW00004113,2004-11,45.8259,-119.26121,195.1,"HERMISTON MUNICIPAL AIRPORT, OR US",2.1,",W",413.7,W,0,"1,W",7,",W",1,",W",0,",W",,,,,0,"1,W",23,"1,W",0,"1,W",0,"1,W",0,"1,W",,,,,20041129,",1,W",,,,,,,20041102,",,W",20041102,",1,W",-10,"1,W,29,",,,,,6.4,",,W,02,",19.4,"1,W,02,",656,W,410.7,"1,W",13.7,",,,W",,,4.17,"1,W",10.58,"1,,,W",-2.23,"1,,,W",,,250,",W",260,",W",15.6,",W",19.7,",W"
USW00004113,2004-12,45.8259,-119.26121,195.1,"HERMISTON MUNICIPAL AIRPORT, OR US",2,",W",413.7,W,0,",W",9,",W",2,",W",0,",W",,,,,0,",W",22,",W",1,",W",0,",W",0,",W",,,,,20041227,",,W",,,,,,,20041229,",,W",20041210,",,W",-10,",W,27,",,,,,6.4,",,W,29,",17.8,",W,10,",1150.4,W,494.4,",W",15.5,",,,W",,,2.39,",W",7.05,",,,W",-2.28,",,,W",,,250,",W",240,",W",17,",W",20.6,",W"
USW00004113,2005-01,45.8259,-119.26121,195.1,"HERMISTON MUNICIPAL AIRPORT, OR US",2.3,",W",0,B,0,",W",8,",W",2,",W",0,",W",,,,,0,",W",22,",W",8,",W",0,",W",0,",W",,,,,20050105,",,W",,,,,,,20050101,",,W",20050119,",,W",-12.8,",W,05,",,,,,4.8,",,W,01,",13.3,",W,19,",1706,B,555.6,",W",12.7,",,,W",,,0.41,",W",4.17,",,,W",-3.35,",,,W",0,",W",240,",W",230,",W",13.4,",W",16.5,",W"
USW00004113,2005-02,45.8259,-119.26121,195.1,"HERMISTON MUNICIPAL AIRPORT, OR US",2.4,",W",0,B,0,",W",2,",W",1,",W",0,",W",,,,,0,",W",26,",W",0,",W",0,",W",0,",W",,,,,20050217,"+,,W",,,,,,,20050228,",,W",20050227,"+,,W",-12.8,",W,17,+",,,,,6.1,",,W,28,",15,",W,27,+",2162.5,B,456.5,",W",6.4,",,,W",,,2.03,",W",10.71,",,,W",-6.65,",,,W",,,250,",W",250,",W",13,",W",16.1,",W"
USW00004113,2005-03,45.8259,-119.26121,195.1,"HERMISTON MUNICIPAL AIRPORT, OR US",3.4,",W",0,B,0,"1,W",7,",W",3,",W",0,",W",,,,,0,"1,W",15,"1,W",0,"1,W",6,"1,W",0,"1,W",,,,,20050314,",1,W",,,,,,,20050322,",,W",20050309,",1,W",-7.2,"1,W,14,",,,,,5.6,",,W,22,",24.4,"1,W,09,",2446.1,B,283.6,"1,W",17.3,",,,W",,,8.88,"1,W",17.09,"1,,,W",0.67,"1,,,W",,,250,",W",250,",W",16.5,",W",20.6,",W"
USW00004113,2005-04,45.8259,-119.26121,195.1,"HERMISTON MUNICIPAL AIRPORT, OR US",3.6,",W",0,B,0,",W",7,",W",2,",W",0,",W",,,,,0,",W",4,",W",0,",W",9,",W",0,",W",,,,,20050415,",,W",,,,,,,20050423,",,W",20050422,",,W",-2.8,",W,15,",,,,,17,",,W,23,",28.3,",W,22,",2653.2,B,207.1,",W",30.8,",,,W",,,11.43,",W",18.96,",,,W",3.89,",,,W",,,250,",W",250,",W",14.8,",W",18.3,",W"
USW00004113,2005-05,45.8259,-119.26121,195.1,"HERMISTON MUNICIPAL AIRPORT, OR US",3.6,",W",19.2,B,19.2,",W",14,",W",4,",W",0,",W",,,,,0,",W",0,",W",0,",W",24,",W",2,",W",,,,,20050523,",,W",,,,,,,20050509,",,W",20050528,",,W",1.7,",W,23,",,,,,8.9,",,W,09,",36.1,",W,28,",2717.4,B,64.2,",W",32.6,",,,W",,,16.88,",W",24.48,",,,W",9.28,",,,W",,,250,",W",250,",W",13.9,",W",16.5,",W"
USW00004113,2005-06,45.8259,-119.26121,195.1,"HERMISTON MUNICIPAL AIRPORT, OR US",4.7,",W",57.8,B,38.6,"1,W",2,",W",1,",W",0,",W",,,,,0,"1,W",0,"1,W",0,"1,W",28,"1,W",3,"1,W",,,,,20050619,"+,1,W",,,,,,,20050605,",,W",20050621,",1,W",5.6,"1,W,19,+",,,,,5.3,",,W,05,",36.7,"1,W,21,",2744.7,B,27.3,"1,W",6.1,",,,W",,,18.72,"1,W",27.07,"1,,,W",10.38,"1,,,W",,,230,",W",220,",W",14.3,",W",17.9,",W"
USW00004113,2005-07,45.8259,-119.26121,195.1,"HERMISTON MUNICIPAL AIRPORT, OR US",3.6,",W",226.3,B,168.5,",W",2,",W",1,",W",0,",W",,,,,0,",W",0,",W",0,",W",31,",W",18,",W",,,,,20050703,",,W",,,,,,,20050708,",,W",20050728,",,W",6.7,",W,03,",,,,,4.6,",,W,08,",40,",W,28,",0.5,B,0.5,",W",4.9,",,,W",,,23.75,",W",33.63,",,,W",13.87,",,,W",,,260,",W",250,",W",14.3,",W",17.4,",W"
USW00004113,2005-08,45.8259,-119.26121,195.1,"HERMISTON MUNICIPAL AIRPORT, OR US",3.6,",B",370.5,B,144.2,",B",0,",B",0,",B",0,",B",,,,,0,",B",0,",B",0,",B",31,",B",22,",B",,,,,20050825,",,B",,,,,,,20050817,"+,,B",20050806,",,B",5.6,",B,25,",,,,,0,",T,B,17,+",38.9,",B,06,",1.9,B,1.4,",B",0,",T,,B",,,22.94,",B",33.21,",,,B",12.66,",,,B",,,240,",B",260,",B",12.5,",B",14.8,",B"
USW00004113,2005-09,45.8259,-119.26121,195.1,"HERMISTON MUNICIPAL AIRPORT, OR US",3.1,",B",380.8,B,10.3,",B",2,",B",1,",B",0,",B",,,,,0,",B",0,",B",0,",B",30,",B",1,",B",,,,,20050925,",,B",,,,,,,20050930,",,B",20050901,",,B",1.1,",B,25,",,,,,5.6,",,B,30,",32.2,",B,01,",69.3,B,67.4,",B",7.6,",,,B",,,16.43,",B",25.74,",,,B",7.12,",,,B",,,250,",B",250,",B",13.4,",B",17,",B"
USW00004113,2005-10,45.8259,-119.26121,195.1,"HERMISTON MUNICIPAL AIRPORT, OR US",2.7,",B",380.8,B,0,",B",11,",B",2,",B",0,",B",,,,,0,",B",3,",B",0,",B",8,",B",0,",B",,,,,20051030,"+,,B",,,,,,,20051031,",,B",20051017,",,B",-1.7,",B,30,+",,,,,4.8,",,B,31,",25,",B,17,",274.4,B,205.1,",B",15.9,",,,B",,,11.72,",B",19.12,",,,B",4.31,",,,B",,,260,",B",250,",B",10.7,",B",13.4,",B"
USW00004113,2005-11,45.8259,-119.26121,195.1,"HERMISTON MUNICIPAL AIRPORT, OR US",2.9,",B",380.8,B,0,",B",9,",B",4,",B",0,",B",,,,,0,",B",13,",B",0,",B",0,",B",0,",B",,,,,20051127,",,B",,,,,,,20051125,",,B",20051113,",,B",-6.1,",B,27,",,,,,5.6,",,B,25,",14.4,",B,13,",699.5,B,425.1,",B",25.7,",,,B",,,4.16,",B",8.42,",,,B",-0.1,",,,B",,,250,",B",260,",B",13,",B",17.4,",B"
USW00004113,2005-12,45.8259,-119.26121,195.1,"HERMISTON MUNICIPAL AIRPORT, OR US",2,",B",380.8,B,0,",B",12,",B",8,",B",0,",B",,,,,0,",B",27,",B",15,",B",0,",B",0,",B",,,,,20051211,",,B",,,,,,,20051230,",,B",20051229,"+,,B",-12.8,",B,11,",,,,,17.8,",,B,30,",10.6,",B,29,+",1314.3,B,614.8,",B",61.3,",,,B",,,-1.5,",B",1.73,",,,B",-4.73,",,,B",,,250,",B",250,",B",9.8,",B",12.5,",B"
USW00004113,2006-01,45.8259,-119.26121,195.1,"HERMISTON MUNICIPAL AIRPORT, OR US",3.3,",W",0,W,0,",W",16,",W",5,",W",0,",W",,,,,0,",W",16,",W",0,",W",0,",W",0,",W",15,,5,,20060125,",,W",,,,,,,20060113,",,W",20060110,",,W",-4.9,",W,25,",,,,,9.7,",,W,13,",16.7,",W,10,",1721.7,W,407.4,",W",43.4,",,,W",,,5.19,",W",9.91,",,,W",0.47,",,,W",,,220,",W",230,",W",15.7,",W",18.3,",W"
USW00004113,2006-02,45.8259,-119.26121,195.1,"HERMISTON MUNICIPAL AIRPORT, OR US",3.4,",W",0,W,0,",W",5,",W",2,",W",0,",W",,,,,0,",W",21,",W",2,",W",0,",W",0,",W",7,,1,,20060219,"+,,W",,,,,,,20060228,",,W",20060223,",,W",-16.6,",W,19,+",,,,,4.8,",,W,28,",16.7,",W,23,",2176.5,W,454.8,",W",10.1,",,,W",,,2.09,",W",9.04,",,,W",-4.85,",,,W",,,270,",W",220,",W",17.9,",W",21.9,",W"
USW00004113,2006-03,45.8259,-119.26121,195.1,"HERMISTON MUNICIPAL AIRPORT, OR US",3.5,",W",0,W,0,",W",4,",W",3,",W",0,",W",,,,,0,",W",13,",W",0,",W",1,",W",0,",W",6,,1,,20060315,"+,,W",,,,,,,20060325,",,W",20060323,",,W",-6.6,",W,15,+",,,,,14.2,",,W,25,",21.7,",W,23,",2520.9,W,344.4,",W",23.6,",,,W",,,7.22,",W",14,",,,W",0.45,",,,W",,,260,",W",240,",W",17,",W",21,",W"
