STATION,DATE,LATITUDE,LONGITUDE,ELEVATION,NAME,CDSD,CDSD_ATTRIBUTES,CLDD,CLDD_ATTRIBUTES,DP01,DP01_ATTRIBUTES,DP10,DP10_ATTRIBUTES,DP1X,DP1X_ATTRIBUTES,DSND,DSND_ATTRIBUTES,DSNW,DSNW_ATTRIBUTES,DT00,DT00_ATTRIBUTES,DT32,DT32_ATTRIBUTES,DX32,DX32_ATTRIBUTES,DX70,DX70_ATTRIBUTES,DX90,DX90_ATTRIBUTES,DYFG,DYFG_ATTRIBUTES,DYNT,DYNT_ATTRIBUTES,DYSD,DYSD_ATTRIBUTES,DYSN,DYSN_ATTRIBUTES,DYTS,DYTS_ATTRIBUTES,DYXP,DYXP_ATTRIBUTES,DYXT,DYXT_ATTRIBUTES,EMNT,EMNT_ATTRIBUTES,EMSD,EMSD_ATTRIBUTES,EMSN,EMSN_ATTRIBUTES,EMXP,EMXP_ATTRIBUTES,EMXT,EMXT_ATTRIBUTES,HDSD,HDSD_ATTRIBUTES,HTDD,HTDD_ATTRIBUTES,PRCP,PRCP_ATTRIBUTES,SNOW,SNOW_ATTRIBUTES,TAVG,TAVG_ATTRIBUTES,TMAX,TMAX_ATTRIBUTES,TMIN,TMIN_ATTRIBUTES
USC00351574,1990-05,42.70384,-121.99548,1275.3,"CHILOQUIN 12 NW FORT KLAMATH, OR US",0,0,0,",0",10,",0",10,",0",0,",0",0,",0",0,",0",0,",0",22,",0",0,",0",7,",0",0,",0",,,19900507,",,0",19900531,"+,,0",19900531,"+,,0",,,19900523,",,0",19900507,"+,,0",-5.6,",0,07,",0,",,0,31,+",0,",,0,31,+",24.9,",,0,23,",27.8,",0,07,+",3838.3,0,312,",0",90.7,",,,0",0,",,,0",8.27,",0",16.96,",,,0",-0.43,",,,0"
USC00351574,1990-06,42.70384,-121.99548,1275.3,"CHILOQUIN 12 NW FORT KLAMATH, OR US",4.1,0,4.1,"1,0",1,",0",0,",0",0,",0",0,",0",0,",0",0,"1,0",7,"1,0",0,",0",17,",0",1,",0",,,19900611,",1,0",19900630,"+,,0",19900630,"+,,0",,,19900601,",,0",19900621,",,0",-1.7,"1,0,11,",0,",,0,30,+",0,",,0,30,+",2.3,",,0,01,",32.2,",0,21,",4002.8,0,164.5,",0",2.3,",,,0",0,",,,0",12.75,"1,0",21.93,",,,0",3.57,"1,,,0"
USC00351574,1990-07,42.70384,-121.99548,1275.3,"CHILOQUIN 12 NW FORT KLAMATH, OR US",40.4,0,36.3,"4,0",2,",0",2,",0",0,",0",0,",0",0,",0",0,"4,0",0,"4,0",0,",0",28,",0",10,",0",,,19900702,",4,0",19900731,"+,,0",19900731,"+,,0",,,19900711,",,0",19900716,",,0",2.2,"4,0,02,",0,",,0,31,+",0,",,0,31,+",9.4,",,0,11,",35,",0,16,",47,0,47,",0",16.3,",,,0",0,",,,0",17.95,"4,0",28.61,",,,0",7.28,"4,,,0"
USC00351574,1990-08,42.70384,-121.99548,1275.3,"CHILOQUIN 12 NW FORT KLAMATH, OR US",74.7,0,34.3,"2,0",9,",0",5,",0",0,",0",0,",0",0,",0",0,"2,0",0,"2,0",0,",0",25,",0",8,",0",,,19900831,"+,2,0",19900831,"+,,0",19900831,"+,,0",,,19900818,",,0",19900806,",,0",2.8,"2,0,31,+",0,",,0,31,+",0,",,0,31,+",9.4,",,0,18,",35.6,",0,06,",115.1,0,68.1,",0",33.6,",,,0",0,",,,0",17.01,"2,0",26.64,",,,0",7.38,"2,,,0"
USC00351574,1990-09,42.70384,-121.99548,1275.3,"CHILOQUIN 12 NW FORT KLAMATH, OR US",75,0,0.3,"3,0",2,",0",2,",0",0,",0",0,",0",0,",0",0,"2,0",0,"2,0",0,"1,0",27,"1,0",0,"1,0",,,19900917,"+,2,0",19900930,"+,,0",19900930,"+,,0",,,19900925,",,0",19900910,"+,1,0",1.7,"2,0,17,+",0,",,0,30,+",0,",,0,30,+",17.3,",,0,25,",31.1,"1,0,10,+",218.6,0,103.5,"1,0",21.4,",,,0",0,",,,0",14.63,"3,0",25.45,"1,,,0",3.81,"2,,,0"
USC00351574,1990-10,42.70384,-121.99548,1275.3,"CHILOQUIN 12 NW FORT KLAMATH, OR US",75,0,0,"1,0",6,",0",2,",0",0,",0",0,",0",0,",0",0,"1,0",26,"1,0",0,",0",7,",0",0,",0",,,19901019,"+,1,0",19901031,"+,,0",19901031,"+,,0",,,19901021,",,0",19901004,",,0",-6.1,"1,0,19,+",0,",,0,31,+",0,",,0,31,+",5.6,",,0,21,",23.3,",0,04,",574.6,0,356,",0",15.5,",,,0",0,",,,0",6.55,"1,0",15.95,",,,0",-2.85,"1,,,0"
USC00351574,1990-11,42.70384,-121.99548,1275.3,"CHILOQUIN 12 NW FORT KLAMATH, OR US",75,0,0,"2,0",9,",0",3,",0",0,",0",0,"4,0",0,"2,0",0,"2,0",27,"2,0",0,",0",0,",0",0,",0",,,19901130,",2,0",19901130,"+,4,0",19901130,"+,2,0",,,19901104,",,0",19901112,",,0",-8.9,"2,0,30,",0,"4,,0,30,+",0,"2,,0,30,+",7.9,",,0,04,",15.6,",0,12,",1046.5,0,471.9,",0",24.1,",,,0",0,"2,,,0",1.66,"2,0",8.36,",,,0",-5.04,"2,,,0"
USC00351574,1990-12,42.70384,-121.99548,1275.3,"CHILOQUIN 12 NW FORT KLAMATH, OR US",75,0,0,",0",7,",0",4,",0",0,",0",,,1,"1,0",9,",0",31,",0",14,",0",0,",0",0,",0",,,19901220,",,0",,,19901218,",1,0",,,19901209,",,0",19901208,",,0",-27.8,",0,20,",,,76,"1,,0,18,",12.4,",,0,09,",8.3,",0,08,",1803.4,0,756.9,",0",34.8,",,,0",84,"1,,,0",-6.08,",0",0.05,",,,0",-12.22,",,,0"
USC00351574,1991-01,42.70384,-121.99548,1275.3,"CHILOQUIN 12 NW FORT KLAMATH, OR US",0,0,0,",0",7,",0",6,",0",0,",0",,,1,"1,0",0,",0",25,",0",7,",0",0,",0",0,",0",,,19910105,"+,,0",,,19910106,",1,0",,,19910112,",,0",19910128,",,0",-14.4,",0,05,+",,,64,"1,,0,06,",11.9,",,0,12,",10.6,",0,28,",2401.7,0,598.3,",0",45.5,",,,0",64,"1,,,0",-0.97,",0",5.12,",,,0",-7.05,",,,0"
USC00351574,1991-02,42.70384,-121.99548,1275.3,"CHILOQUIN 12 NW FORT KLAMATH, OR US",0,0,0,"4,0",7,",0",6,",0",0,",0",0,",0",0,",0",0,"4,0",21,"4,0",0,"1,0",0,"1,0",0,"1,0",,,19910221,"+,4,0",19910228,"+,,0",19910216,",,0",,,19910204,",,0",19910222,",1,0",-4.4,"4,0,21,+",0,",,0,28,+",10,",,0,16,",14,",,0,04,",16.1,"1,0,22,",2739.2,0,337.5,"1,0",45.1,",,,0",10,",,,0",4.16,"4,0",10.64,"1,,,0",-2.33,"4,,,0"
USC00351574,1991-03,42.70384,-121.99548,1275.3,"CHILOQUIN 12 NW FORT KLAMATH, OR US",0,0,0,"2,0",15,"2,0",9,"2,0",0,"2,0",,,5,"1,0",0,"2,0",26,"2,0",0,",0",0,",0",0,",0",,,19910306,",2,0",,,19910325,",1,0",,,19910302,",2,0",19910331,"+,,0",-8.3,"2,0,06,",,,114,"1,,0,25,",15.7,"2,,0,02,",17.8,",0,31,+",3215.3,0,476.1,",0",84.7,",a,,0",287,"1,,,0",2.04,"2,0",8.1,",,,0",-4.02,"2,,,0"
USC00351574,1991-04,42.70384,-121.99548,1275.3,"CHILOQUIN 12 NW FORT KLAMATH, OR US",0,0,0,"2,0",11,",0",9,",0",0,",0",0,",0",0,",0",0,"2,0",23,"2,0",0,",0",0,",0",0,",0",,,19910410,",2,0",19910430,"+,,0",19910430,"+,,0",,,19910421,",,0",19910430,",,0",-7.8,"2,0,10,",0,",,0,30,+",0,",,0,30,+",5.1,",,0,21,",17.8,",0,30,",3604.7,0,389.4,",0",35.5,",,,0",0,",,,0",4.48,"2,0",11.57,",,,0",-2.61,"2,,,0"
USC00351574,1991-05,42.70384,-121.99548,1275.3,"CHILOQUIN 12 NW FORT KLAMATH, OR US",0,0,0,"2,0",6,"4,0",4,"4,0",0,"4,0",0,"1,0",0,"1,0",0,"2,0",20,"2,0",0,"1,0",4,"1,0",0,"1,0",,,19910530,"+,2,0",19910531,"+,1,0",19910517,",1,0",,,19910516,",4,0",19910531,"+,1,0",-3.3,"2,0,30,+",0,"1,,0,31,+",3,"1,,0,17,",17.8,"4,,0,16,",22.8,"1,0,31,+",3924.8,0,320.1,"1,0",43.5,"2,a,,0",3,"1,,,0",7.31,"2,0",15.21,"1,,,0",-0.59,"2,,,0"
USC00351574,1991-06,42.70384,-121.99548,1275.3,"CHILOQUIN 12 NW FORT KLAMATH, OR US",0,0,0,"1,0",5,",0",2,",0",0,",0",0,",0",0,",0",0,"1,0",9,"1,0",0,",0",14,",0",0,",0",,,19910614,"+,1,0",19910630,"+,,0",19910630,"+,,0",,,19910627,",,0",19910614,"+,,0",-2.2,"1,0,14,+",0,",,0,30,+",0,",,0,30,+",8.4,",,0,27,",29.4,",0,14,+",4116.2,0,191.4,",0",16.8,",,,0",0,",,,0",11.72,"1,0",21.5,",,,0",1.94,"1,,,0"
USC00351574,1991-07,42.70384,-121.99548,1275.3,"CHILOQUIN 12 NW FORT KLAMATH, OR US",25.7,0,25.7,"2,0",4,",0",3,",0",0,",0",0,",0",0,",0",0,"2,0",0,"2,0",0,",0",30,",0",3,",0",,,19910709,",2,0",19910731,"+,,0",19910731,"+,,0",,,19910715,",,0",19910703,",,0",2.8,"2,0,09,",0,",,0,31,+",0,",,0,31,+",7.9,",,0,15,",35.6,",0,03,",29.2,0,29.2,",0",20.4,",,,0",0,",,,0",18.27,"2,0",29.1,",,,0",7.44,"2,,,0"
USC00351574,1991-08,42.70384,-121.99548,1275.3,"CHILOQUIN 12 NW FORT KLAMATH, OR US",35.4,0,9.7,",0",1,",0",1,",0",0,",0",0,",0",0,",0",0,",0",0,",0",0,",0",29,",0",1,",0",,,19910811,",,0",19910831,"+,,0",19910831,"+,,0",,,19910820,",,0",19910820,",,0",2.2,",0,11,",0,",,0,31,+",0,",,0,31,+",9.1,",,0,20,",32.2,",0,20,",75.9,0,46.7,",0",9.1,",,,0",0,",,,0",17.14,",0",27.58,",,,0",6.71,",,,0"
USC00351574,1991-09,42.70384,-121.99548,1275.3,"CHILOQUIN 12 NW FORT KLAMATH, OR US",38.2,0,2.8,"2,0",0,",0",0,",0",0,",0",0,",0",0,",0",0,"2,0",1,"2,0",0,",0",30,",0",2,",0",,,19910920,",2,0",19910930,"+,,0",19910930,"+,,0",,,19910930,"+,,0",19910905,",,0",-3.3,"2,0,20,",0,",,0,30,+",0,",,0,30,+",0,",,0,30,+",32.8,",0,05,",168.1,0,92.2,",0",0,",,,0",0,",,,0",15.18,"2,0",27.2,",,,0",3.15,"2,,,0"
USC00351574,1991-10,42.70384,-121.99548,1275.3,"CHILOQUIN 12 NW FORT KLAMATH, OR US",38.2,0,0,",0",5,",0",2,",0",0,",0",0,",0",0,",0",0,",0",14,",0",0,",0",18,",0",0,",0",,,19911030,"+,,0",19911031,"+,,0",19911026,",,0",,,19911025,",,0",19911010,"+,,0",-8.9,",0,30,+",0,",,0,31,+",0,",T,0,26,",11.4,",,0,25,",27.8,",0,10,+",454.3,0,286.2,",0",17,",,,0",0,",T,,0",9.1,",0",18.84,",,,0",-0.64,",,,0"
USC00351574,1991-11,42.70384,-121.99548,1275.3,"CHILOQUIN 12 NW FORT KLAMATH, OR US",38.2,0,0,",0",,,,,,,3,",0",0,"5,0",0,",0",22,",0",0,",0",0,",0",0,",0",,,19911129,",,0",19911116,",,0",19911128,",5,0",,,,,19911107,",,0",-10,",0,29,",51,",,0,16,",0,"5,T,0,28,",,,16.7,",0,07,",915.8,0,461.5,",0",,,0,"5,T,,0",2.95,",0",8.34,",,,0",-2.44,",,,0"
USC00351574,1991-12,42.70384,-121.99548,1275.3,"CHILOQUIN 12 NW FORT KLAMATH, OR US",38.2,0,0,"3,0",8,",0",5,",0",0,",0",2,"3,0",0,",0",0,"2,0",29,"2,0",1,"2,0",0,"2,0",0,"2,0",,,19911220,"+,2,0",19911219,"+,3,0",19911218,",,0",,,19911207,"+,,0",19911227,",2,0",-9.4,"2,0,20,+",25,"3,,0,19,+",20,",,0,18,",13.2,",,0,07,+",10.6,"2,0,27,",1454.4,0,538.6,"2,0",50.5,",,,0",59,",,,0",-0.83,"3,0",3.97,"2,,,0",-5.63,"2,,,0"
USC00351574,1992-01,42.70384,-121.99548,1275.3,"CHILOQUIN 12 NW FORT KLAMATH, OR US",0,0,0,"2,0",7,",0",5,",0",0,",0",,,3,"1,0",0,"2,0",29,"2,0",6,",0",0,",0",0,",0",,,19920118,"+,2,0",,,19920116,"+,1,0",,,19920104,",,0",19920131,",,0",-15.6,"2,0,18,+",,,51,"1,,0,16,+",8.4,",,0,04,",11.1,",0,31,",2080.4,0,626,",0",30.9,",,,0",127,"1,,,0",-3.14,"2,0",2.69,",,,0",-8.96,"2,,,0"
USC00351574,1992-02,42.70384,-121.99548,1275.3,"CHILOQUIN 12 NW FORT KLAMATH, OR US",0,0,0,",0",9,",0",6,",0",0,",0",0,",0",0,",0",0,",0",23,",0",0,",0",0,",0",0,",0",,,19920215,",,0",19920229,"+,,0",19920215,"+,,0",,,19920220,",,0",19920228,"+,,0",-6.1,",0,15,",0,",,0,29,+",3,",,0,15,+",10.9,",,0,20,",17.8,",0,28,+",2511.4,0,431,",0",43.9,",,,0",6,",,,0",3.47,",0",9.51,",,,0",-2.57,",,,0"
USC00351574,1992-03,42.70384,-121.99548,1275.3,"CHILOQUIN 12 NW FORT KLAMATH, OR US",0,0,0,"1,0",4,",0",1,",0",0,",0",0,",0",0,",0",0,"1,0",25,"1,0",0,",0",1,",0",0,",0",,,19920317,"+,1,0",19920331,"+,,0",19920331,"+,,0",,,19920316,",,0",19920331,",,0",-5.6,"1,0,17,+",0,",,0,31,+",0,",,0,31,+",3.3,",,0,16,",21.1,",0,31,",2886.1,0,374.7,",0",8.6,",,,0",0,",,,0",5.77,"1,0",13.95,",,,0",-2.42,"1,,,0"
USC00351574,1992-04,42.70384,-121.99548,1275.3,"CHILOQUIN 12 NW FORT KLAMATH, OR US",0,0,0,"2,0",9,",0",6,",0",0,",0",0,",0",0,",0",0,"2,0",15,"2,0",0,",0",6,",0",0,",0",,,19920406,",2,0",19920430,"+,,0",19920430,"+,,0",,,19920416,",,0",19920428,"+,,0",-6.7,"2,0,06,",0,",,0,30,+",0,",,0,30,+",11.4,",,0,16,",23.9,",0,28,+",3174.6,0,288.5,",0",43.9,",,,0",0,",,,0",8.17,"2,0",16.14,",,,0",0.2,"2,,,0"
USC00351574,1992-05,42.70384,-121.99548,1275.3,"CHILOQUIN 12 NW FORT KLAMATH, OR US",1.7,0,1.7,"1,0",1,",0",0,",0",0,",0",0,",0",0,",0",0,"1,0",11,"1,0",0,",0",23,",0",0,",0",,,19920520,"+,1,0",19920531,"+,,0",19920531,"+,,0",,,19920518,",,0",19920531,",,0",-2.2,"1,0,20,+",0,",,0,31,+",0,",,0,31,+",1.8,",,0,18,",31.7,",0,31,",3320.7,0,146.1,",0",1.8,",,,0",0,",,,0",13.6,"1,0",24.56,",,,0",2.64,"1,,,0"
USC00351574,1992-06,42.70384,-121.99548,1275.3,"CHILOQUIN 12 NW FORT KLAMATH, OR US",15.1,0,13.4,"2,0",9,",0",5,",0",0,",0",0,",0",0,",0",0,"2,0",3,"2,0",0,",0",22,",0",3,",0",,,19920614,"+,2,0",19920630,"+,,0",19920630,"+,,0",,,19920630,",,0",19920622,",,0",-1.1,"2,0,14,+",0,",,0,30,+",0,",,0,30,+",13.5,",,0,30,",34.4,",0,22,",3433.4,0,112.7,",0",36.6,",,,0",0,",,,0",14.98,"2,0",24.63,",,,0",5.34,"2,,,0"
USC00351574,1992-07,42.70384,-121.99548,1275.3,"CHILOQUIN 12 NW FORT KLAMATH, OR US",33.5,0,18.4,"2,0",6,",0",4,",0",0,",0",0,",0",0,",0",0,"2,0",0,"2,0",0,",0",29,",0",3,",0",,,19920706,",2,0",19920731,"+,,0",19920731,"+,,0",,,19920705,",,0",19920730,",,0",2.8,"2,0,06,",0,",,0,31,+",0,",,0,31,+",6.9,",,0,05,",34.4,",0,30,",57.6,0,57.6,",0",18.3,",,,0",0,",,,0",17.01,"2,0",26.99,",,,0",7.03,"2,,,0"
USC00351574,1992-08,42.70384,-121.99548,1275.3,"CHILOQUIN 12 NW FORT KLAMATH, OR US",71.4,0,37.9,"1,0",1,",0",1,",0",0,",0",0,",0",0,",0",0,"1,0",0,"1,0",0,",0",31,",0",7,",0",,,19920822,",1,0",19920831,"+,,0",19920831,"+,,0",,,19920815,",,0",19920811,"+,,0",0.6,"1,0,22,",0,",,0,31,+",0,",,0,31,+",5.8,",,0,15,",35.6,",0,11,+",117.1,0,59.5,",0",5.8,",,,0",0,",,,0",17.73,"1,0",28.89,",,,0",6.56,"1,,,0"
USC00351574,1992-09,42.70384,-121.99548,1275.3,"CHILOQUIN 12 NW FORT KLAMATH, OR US",71.4,0,0,"1,0",5,",0",1,",0",0,",0",0,",0",0,",0",0,"1,0",5,"1,0",0,",0",22,",0",0,",0",,,19920914,"+,1,0",19920930,"+,,0",19920930,"+,,0",,,19920923,",,0",19920921,",,0",-2.8,"1,0,14,+",0,",,0,30,+",0,",,0,30,+",2.5,",,0,23,",30.6,",0,21,",277.5,0,160.4,",0",9.1,",,,0",0,",,,0",12.89,"1,0",23.4,",,,0",2.37,"1,,,0"
USC00351574,1992-10,42.70384,-121.99548,1275.3,"CHILOQUIN 12 NW FORT KLAMATH, OR US",71.4,0,0,"1,0",,,,,,,0,",0",0,",0",0,"1,0",22,"1,0",0,",0",11,",0",0,",0",,,19921014,"+,1,0",19921031,"+,,0",19921031,"+,,0",,,,,19921012,",,0",-5,"1,0,14,+",0,",,0,31,+",0,",,0,31,+",,,26.1,",0,12,",574.9,0,297.4,",0",,,0,",,,0",8.42,"1,0",17.67,",,,0",-0.83,"1,,,0"
USC00351574,1992-11,42.70384,-121.99548,1275.3,"CHILOQUIN 12 NW FORT KLAMATH, OR US",71.4,0,0,"2,0",,,,,,,,,,,0,"2,0",27,"2,0",1,"2,0",0,"2,0",0,"2,0",,,19921124,"+,2,0",,,,,,,,,19921113,",2,0",-9.4,"2,0,24,+",,,,,,,14.4,"2,0,13,",1062.1,0,487.2,"2,0",,,,,0.93,"2,0",6.64,"2,,,0",-4.77,"2,,,0"
USC00351574,1992-12,42.70384,-121.99548,1275.3,"CHILOQUIN 12 NW FORT KLAMATH, OR US",71.4,0,0,",0",17,"1,0",14,"1,0",1,"1,0",,,11,"3,0",2,",0",31,",0",15,",0",0,",0",0,",0",,,19921225,"+,,0",,,19921208,",3,0",,,19921208,",1,0",19921201,",,0",-18.9,",0,25,+",,,457,"3,,0,08,",63.5,"1,,0,08,",3.3,",0,01,",1775.5,0,713.4,",0",158.1,"1,,,0",1268,"3,,,0",-4.68,",0",-0.4,",,,0",-8.96,",,,0"
USC00351574,1993-01,42.70384,-121.99548,1275.3,"CHILOQUIN 12 NW FORT KLAMATH, OR US",0,0,0,"1,0",,,,,,,28,"3,0",,,4,"1,0",30,"1,0",24,",0",0,",0",0,",0",1,,19930104,"+,1,0",19930115,",3,0",,,,,,,19930129,",,0",-20.6,"1,0,04,+",1067,"3,,0,15,",,,,,4.4,",0,29,",2548,0,772.5,",0",,,,,-7.39,"1,0",-1.56,",,,0",-13.22,"1,,,0"
USC00351574,1993-02,42.70384,-121.99548,1275.3,"CHILOQUIN 12 NW FORT KLAMATH, OR US",0,0,0,",0",,,,,,,28,",0",,,7,",0",28,",0",10,",0",0,",0",0,",0",2,,19930224,",,0",19930221,",,0",,,,,,,19930206,",,0",-20.6,",0,24,",1143,",,0,21,",,,,,6.7,",0,06,",3195.4,0,647.4,",0",,,,,-4.79,",0",0.91,",,,0",-10.49,",,,0"
USC00351574,1993-03,42.70384,-121.99548,1275.3,"CHILOQUIN 12 NW FORT KLAMATH, OR US",0,0,0,"1,0",,,,,,,25,"5,0",,,0,"1,0",24,"1,0",0,",0",0,",0",0,",0",,,19930301,",1,0",19930301,",5,0",,,,,,,19930331,"+,,0",-12.8,"1,0,01,",914,"5,,0,01,",,,,,12.2,",0,31,+",3661.1,0,465.7,",0",,,,,2.84,"1,0",7.5,",,,0",-1.82,"1,,,0"
USC00351574,1993-04,42.70384,-121.99548,1275.3,"CHILOQUIN 12 NW FORT KLAMATH, OR US",0,0,0,"3,0",13,",0",6,",0",0,",0",0,"2,0",1,",0",0,"3,0",20,"3,0",0,"1,0",0,"1,0",0,"1,0",,,19930411,",3,0",19930430,"+,2,0",19930410,",,0",,,19930417,",,0",19930428,",1,0",-5,"3,0,11,",0,"2,,0,30,+",33,",,0,10,",14,",,0,17,",17.8,"1,0,28,",4020.6,0,359.5,"1,0",49,",,,0",41,",,,0",5.13,"3,0",11.2,"1,,,0",-0.95,"3,,,0"
USC00351574,1993-05,42.70384,-121.99548,1275.3,"CHILOQUIN 12 NW FORT KLAMATH, OR US",0,0,0,"2,0",10,",0",6,",0",0,",0",0,",0",0,",0",0,"2,0",9,"2,0",0,",0",13,",0",0,",0",,,19930506,"+,2,0",19930531,"+,,0",19930531,"+,,0",,,19930530,",,0",19930523,"+,,0",-1.7,"2,0,06,+",0,",,0,31,+",0,",,0,31,+",22.9,",,0,30,",25.6,",0,23,+",4233.8,0,213.2,",0",77.3,",,,0",0,",,,0",11.06,"2,0",19.69,",,,0",2.43,"2,,,0"
USC00351574,1993-06,42.70384,-121.99548,1275.3,"CHILOQUIN 12 NW FORT KLAMATH, OR US",,,,,4,",0",3,",0",0,",0",0,",0",0,",0",,,,,0,",0",18,",0",0,",0",,,,,19930630,"+,,0",19930630,"+,,0",,,19930605,",,0",19930625,",,0",,,0,",,0,30,+",0,",,0,30,+",9.7,",,0,05,",30.6,",0,25,",,,,,26.9,",,,0",0,",,,0",,,21.65,",,,0",,
USC00351574,1993-07,42.70384,-121.99548,1275.3,"CHILOQUIN 12 NW FORT KLAMATH, OR US",,,0,"4,0",1,",0",1,",0",0,",0",0,",0",0,",0",0,"4,0",1,"4,0",0,",0",23,",0",0,",0",,,19930709,",4,0",19930731,"+,,0",19930731,"+,,0",,,19930722,",,0",19930731,",,0",0,"4,0,09,",0,",,0,31,+",0,",,0,31,+",2.5,",,0,22,",29.4,",0,31,",147.2,0,147.2,",0",2.5,",,,0",0,",,,0",13.12,"4,0",23.55,",,,0",2.7,"4,,,0"
USC00351574,1993-08,42.70384,-121.99548,1275.3,"CHILOQUIN 12 NW FORT KLAMATH, OR US",,,9.2,"2,0",7,",0",4,",0",0,",0",0,",0",0,",0",0,"2,0",2,"2,0",0,",0",27,",0",3,",0",,,19930825,"+,2,0",19930831,"+,,0",19930831,"+,,0",,,19930814,",,0",19930803,",,0",0,"2,0,25,+",0,",,0,31,+",0,",,0,31,+",8.1,",,0,14,",33.3,",0,03,",245.1,0,97.9,",0",31.5,",,,0",0,",,,0",15.43,"2,0",25.55,",,,0",5.3,"2,,,0"
USC00351574,1993-09,42.70384,-121.99548,1275.3,"CHILOQUIN 12 NW FORT KLAMATH, OR US",,,5.8,"2,0",1,"1,0",0,"1,0",0,"1,0",0,",0",0,",0",0,"2,0",9,"2,0",0,"1,0",20,"1,0",3,"1,0",,,19930923,"+,2,0",19930930,"+,,0",19930930,"+,,0",,,19930916,",1,0",19930910,"+,1,0",-3.3,"2,0,23,+",0,",,0,30,+",0,",,0,30,+",1.8,"1,,0,16,",33.3,"1,0,10,+",388.4,0,143.3,"1,0",1.8,"1,,,0",0,",,,0",13.53,"2,0",24.75,"1,,,0",2.31,"2,,,0"
USC00351574,1993-10,42.70384,-121.99548,1275.3,"CHILOQUIN 12 NW FORT KLAMATH, OR US",,,0,"2,0",,,,,,,0,",0",0,",0",0,"2,0",17,"2,0",0,",0",4,",0",0,",0",,,19931031,",2,0",19931031,"+,,0",19931031,"+,,0",,,,,19931003,",,0",-5,"2,0,31,",0,",,0,31,+",0,",,0,31,+",,,27.8,",0,03,",677.4,0,289,",0",,,0,",,,0",8.56,"2,0",17.25,",,,0",-0.13,"2,,,0"
USC00351574,1993-11,42.70384,-121.99548,1275.3,"CHILOQUIN 12 NW FORT KLAMATH, OR US",,,0,"1,0",5,",0",3,",0",0,",0",2,"4,0",0,"2,0",1,"1,0",29,"1,0",5,",0",0,",0",0,",0",,,19931123,",1,0",19931122,",4,0",19931130,"+,2,0",,,19931129,"+,,0",19931106,"+,,0",-17.8,"1,0,23,",51,"4,,0,22,",0,"2,,0,30,+",5.1,",,0,29,+",13.9,",0,06,+",1222.2,0,544.8,",0",15,",,,0",0,"2,,,0",-0.51,"1,0",7.44,",,,0",-8.47,"1,,,0"
USC00351574,1993-12,42.70384,-121.99548,1275.3,"CHILOQUIN 12 NW FORT KLAMATH, OR US",,,0,"1,0",9,",0",5,",0",1,",0",,,1,",0",0,"1,0",27,"1,0",3,",0",0,",0",0,",0",,,19931221,"+,1,0",,,19931214,",,0",,,19931207,",,0",19931210,",,0",-12.2,"1,0,21,+",,,71,",,0,14,",27.4,",,0,07,",9.4,",0,10,",1812.4,0,590.2,",0",53.9,",,,0",89,",,,0",-1.38,"1,0",2.9,",,,0",-5.66,"1,,,0"
USC00351574,1994-01,42.70384,-121.99548,1275.3,"CHILOQUIN 12 NW FORT KLAMATH, OR US",0,0,0,"2,0",8,",0",5,",0",0,",0",8,"4,0",3,",0",0,"2,0",27,"2,0",1,",0",0,",0",0,",0",1,,19940106,",2,0",19940110,"+,4,0",19940104,",,0",,,19940104,",,0",19940122,",,0",-10,"2,0,06,",76,"4,,0,10,+",51,",,0,04,",6.4,",,0,04,",8.9,",0,22,",2357.4,0,545,",0",29.9,",,,0",127,",,,0",-0.56,"2,0",4.61,",,,0",-5.73,"2,,,0"
USC00351574,1994-02,42.70384,-121.99548,1275.3,"CHILOQUIN 12 NW FORT KLAMATH, OR US",0,0,0,",0",9,",0",7,",0",1,",0",5,"4,0",4,",0",0,",0",27,",0",1,",0",0,",0",0,",0",,,19940208,"+,,0",19940221,",4,0",19940221,",,0",,,19940219,",,0",19940228,",,0",-13.3,",0,08,+",203,"4,,0,21,",102,",,0,21,",48.3,",,0,19,",10,",0,28,",2881.1,0,523.7,",0",79.7,",,,0",229,",,,0",-0.37,",0",4.92,",,,0",-5.66,",,,0"
USC00351574,1994-03,42.70384,-121.99548,1275.3,"CHILOQUIN 12 NW FORT KLAMATH, OR US",0,0,0,"3,0",2,",0",0,",0",0,",0",0,",0",0,",0",0,"3,0",24,"3,0",0,"1,0",2,"1,0",0,"1,0",,,19940322,",3,0",19940331,"+,,0",19940331,"+,,0",,,19940331,",,0",19940329,"+,1,0",-8.3,"3,0,22,",0,",,0,31,+",0,",,0,31,+",2.3,",,0,31,",21.1,"1,0,29,+",3242.8,0,361.7,"1,0",3.1,",,,0",0,",,,0",5.22,"3,0",13.98,"1,,,0",-3.53,"3,,,0"
USC00351574,1994-04,42.70384,-121.99548,1275.3,"CHILOQUIN 12 NW FORT KLAMATH, OR US",0,0,0,"2,0",8,",0",3,",0",0,",0",0,",0",0,",0",0,"2,0",18,"2,0",0,",0",3,",0",0,",0",,,19940406,"+,2,0",19940430,"+,,0",19940430,"+,,0",,,19940409,",,0",19940415,",,0",-5.6,"2,0,06,+",0,",,0,30,+",0,",,0,30,+",6.4,",,0,09,",25,",0,15,",3559.9,0,317.1,",0",19.4,",,,0",0,",,,0",7.16,"2,0",15.45,",,,0",-1.13,"2,,,0"
